id,nick,Total kills,Headshot %,Total deaths,K/D Ratio,Damage / Round,Grenade dmg / Round,Maps played,Rounds played,Kills / round,Assists / round,Deaths / round,Saved by teammate / round,Saved teammates / round,Rating 2.0,Kills,Deaths,Kill / Death,Kill / Round,Rounds with kills,Kill - Death difference,Total opening kills,Total opening deaths,Opening kill ratio,Opening kill rating,Team win percent after first kill,First kill in won rounds,0 kill rounds,1 kill rounds,2 kill rounds,3 kill rounds,4 kill rounds,5 kill rounds,Rifle kills,Sniper kills,SMG kills,Pistol kills,Grenade,Other,awp,ak47,m4a1,usp_silencer,deagle,glock,p250,sg556,mp9,mac10,m4a1_silencer,cz75a,ump45,ssg08,galilar,famas,aug,hegrenade,tec9,mp5sd,fiveseven,hkp2000,mp7,world,bizon,nova,taser,mag7,p90,smokegrenade,decoy,sawedoff,scar20,usp_silencer_off,xm1014,g3sg1,negev,knife,m4a1_silencer_off,revolver,gallil,Rating 1.0,m249,molotov,flashbang,molotov_projectile,incgrenade,zeus
10664,olivia,12279,37.0%,10714,1.15,78.5,2.4,634,16189,0.76,0.11,0.66,0.08,0.09,1.13,12279,10714,1.15,0.76,8107,K - D diff.,2002,1468,1.36,1.13,75.2%,18.0%,8082,4975,2262,719,132,19,6032,3508,575,2052,95,56,3452,3596,1432,635,233,397,200,243,213,178,84,342,159,56,194,272,211,30,169,6,53,22,18,23,0,2,0,12,1,0,,0,0,0,4,,0,0,0,,,,,,,,,
8565,hen1,19092,28.6%,15669,1.22,74.8,3.8,1037,26952,0.71,0.12,0.58,0.08,0.09,,19092,15669,1.22,0.71,12957,K - D diff.,2831,1861,1.52,1.08,74.5%,14.9%,13995,8297,3431,1003,206,20,4812,9688,874,3448,218,93,9435,2926,841,1132,496,747,463,230,154,96,211,226,418,237,304,126,174,108,212,9,74,98,166,13,4,0,0,54,27,,,0,14,0,1,2,0,0,,0,,1.10,0,0,0,,0,
9115,dexter,17472,48.8%,15290,1.14,82.2,5.3,905,23210,0.75,0.14,0.66,0.09,0.10,,17472,15290,1.14,0.75,11492,K - D diff.,2823,2297,1.23,1.11,76.4%,16.5%,11718,7059,3144,1054,212,23,12265,848,1074,2953,299,64,779,6730,2895,918,581,462,432,490,449,181,1354,286,395,65,160,284,352,190,103,34,107,62,10,7,0,3,1,24,5,0,,0,0,0,4,4,1,0,,,,1.10,0,0,,0,0,
9895,mertz,19077,32.5%,16483,1.16,77.4,2.4,955,25333,0.75,0.10,0.65,0.10,0.10,,19077,16483,1.16,0.75,12723,K - D diff.,3710,2616,1.42,1.23,74.1%,21.2%,12610,7947,3448,1096,214,18,3881,10977,630,3478,142,35,10559,2490,866,1214,994,633,456,79,196,184,153,97,207,418,105,122,66,61,50,35,20,12,6,23,0,0,0,1,2,,,1,0,0,1,0,,0,0,0,,1.10,1,,,0,,0
16848,hades,9443,30.0%,7983,1.18,74.9,2.3,474,12723,0.74,0.09,0.63,0.07,0.09,1.13,9443,7983,1.18,0.74,6372,K - D diff.,1509,970,1.56,1.13,74.6%,17.2%,6351,4016,1742,518,91,5,2502,5236,94,1567,53,19,5025,1320,179,482,517,327,153,282,55,29,307,25,4,211,134,83,197,19,41,2,10,8,0,13,0,0,2,0,4,0,,,0,1,3,0,,0,0,,,,,,,,,
11264,wardell,11627,27.2%,9979,1.17,74.2,2.1,609,15901,0.73,0.10,0.63,0.09,0.10,1.13,11627,9979,1.17,0.73,7692,K - D diff.,2057,1399,1.47,1.17,72.3%,18.5%,8209,4738,2139,663,138,14,1523,7327,605,2109,94,12,7000,884,257,752,290,414,250,161,110,205,70,158,170,326,48,37,66,32,156,27,65,19,57,2,20,0,0,1,16,,,0,1,0,0,0,0,0,,0,,,0,0,,0,,
20097,h4rn,9325,29.1%,7845,1.19,73.8,3.3,486,12934,0.72,0.10,0.61,0.09,0.09,1.13,9325,7845,1.19,0.72,6281,K - D diff.,1484,983,1.51,1.11,76.1%,17.0%,6653,3991,1657,524,97,12,2362,5178,192,1479,108,47,4858,1313,231,497,348,323,233,14,97,90,317,75,5,319,277,180,30,78,2,0,0,1,0,26,0,1,7,1,0,,,0,0,0,0,1,,0,0,0,,,,,,,,
5021,swag,10527,49.5%,8898,1.18,77.6,4.7,556,14447,0.73,0.14,0.62,0.08,0.09,,10527,8898,1.18,0.73,7071,K - D diff.,1395,1165,1.20,1.02,75.7%,13.6%,7376,4462,1915,564,122,8,6649,1365,460,1847,172,55,1290,3799,1686,512,208,367,213,418,81,76,262,458,227,54,61,242,181,118,33,13,17,37,21,4,0,0,1,18,42,,,0,15,1,29,6,,0,,0,,1.10,,1,,,,
11139,alistair,18706,35.3%,15963,1.17,76.4,3.4,1006,25573,0.73,0.12,0.62,0.09,0.08,1.15,18706,15963,1.17,0.73,12521,K - D diff.,3472,2710,1.28,1.17,77.7%,18.8%,13052,7860,3397,1028,212,24,6929,7185,1083,3222,276,63,6946,4418,1424,951,599,575,403,245,351,108,348,177,464,230,177,183,134,115,241,130,125,131,20,16,1,0,1,2,9,3,,0,3,5,16,6,0,0,,0,,,,0,,,,
8789,mir,19402,52.2%,16868,1.15,81.3,5.0,980,25665,0.76,0.13,0.66,0.10,0.12,,19402,16868,1.15,0.76,12943,K - D diff.,2956,2417,1.22,1.09,74.1%,16.4%,12722,8064,3551,1094,216,18,14965,426,843,2927,237,48,402,8399,1684,996,608,656,230,765,259,254,3513,207,288,21,248,253,103,137,159,1,59,10,29,25,0,0,1,12,12,0,,0,0,0,2,3,,0,0,,,1.10,,,,0,,
13670,nawwk,14902,35.9%,12641,1.18,74.0,2.8,756,20188,0.74,0.10,0.63,0.09,0.11,1.12,14902,12641,1.18,0.74,10056,K - D diff.,2096,1365,1.54,1.07,76.0%,15.5%,10132,6347,2728,837,132,12,4937,6645,576,2591,151,48,6418,2854,987,820,844,442,316,462,198,160,149,95,160,226,92,168,225,74,31,48,18,19,4,12,3,4,3,1,3,,,0,0,2,15,1,0,0,,0,,,0,,,0,,
8918,electronic,23940,50.7%,21020,1.14,83.1,4.5,1213,31975,0.75,0.14,0.66,0.09,0.10,,23940,21020,1.14,0.75,15809,K - D diff.,3738,3296,1.13,1.08,73.0%,16.4%,16166,9749,4347,1393,283,37,18193,196,1300,3968,268,65,170,9874,4456,1081,319,776,393,991,404,321,989,791,468,25,496,641,746,160,312,34,182,101,67,16,0,2,0,20,6,0,,0,1,6,20,0,,0,0,,,1.10,,,,,,
10263,xccurate,13094,31.3%,11377,1.15,74.2,1.9,685,17766,0.74,0.10,0.64,0.10,0.10,,13094,11377,1.15,0.74,8696,K - D diff.,2064,1506,1.37,1.11,75.9%,16.5%,9070,5426,2334,761,158,17,3250,6848,593,2322,85,20,6653,1752,649,849,415,413,309,212,103,113,104,248,361,195,166,192,175,33,62,3,25,1,12,8,0,0,0,0,1,,,0,0,0,1,0,,0,,0,,1.10,0,,,0,,
14294,hazr,13204,55.8%,11858,1.11,81.7,4.4,684,17499,0.75,0.14,0.68,0.11,0.11,1.15,13204,11858,1.11,0.75,8576,K - D diff.,2005,1927,1.04,1.06,74.2%,15.9%,8923,5180,2389,807,175,25,9780,267,716,2283,157,26,226,5329,2851,546,812,461,128,407,308,143,278,81,256,35,290,276,349,82,40,6,22,190,3,11,0,0,0,2,0,,,0,5,3,9,1,0,0,0,,,,,0,,,0,
12271,moose,14503,44.1%,12528,1.16,79.2,2.0,752,19559,0.74,0.12,0.64,0.08,0.09,1.14,14503,12528,1.16,0.74,9691,K - D diff.,2043,1500,1.36,1.06,76.5%,15.3%,9868,6043,2660,828,144,16,10480,939,753,2236,95,28,922,6125,2869,668,340,497,104,482,252,150,116,445,317,16,119,201,568,30,70,6,36,70,4,8,5,0,0,3,19,,,0,1,1,1,0,0,0,,0,,,0,,,,,
13300,farlig,12571,33.4%,10842,1.16,72.9,2.3,644,17189,0.73,0.09,0.63,0.09,0.10,1.12,12571,10842,1.16,0.73,8393,K - D diff.,2198,1401,1.57,1.17,75.4%,18.8%,8796,5278,2228,726,146,15,3343,6730,275,2129,102,24,6468,1607,490,754,582,423,210,370,104,140,115,71,30,262,206,100,455,31,63,1,21,2,0,16,0,0,0,3,0,0,,0,0,0,0,0,,0,,,,,0,0,,,,
695,allu,31189,28.6%,26876,1.16,75.0,3.7,1607,42077,0.74,0.11,0.64,0.08,0.09,,31189,26876,1.16,0.74,20904,K - D diff.,4996,3290,1.52,1.13,76.8%,17.5%,21173,13098,5752,1691,332,31,8675,14995,1529,5318,501,215,14778,5123,1545,1191,406,1148,716,65,117,537,1234,487,578,204,271,329,108,438,531,6,322,490,105,11,106,25,2,82,80,,,0,13,0,76,0,0,0,,27,,1.09,1,,0,,,0
13980,lollipop21k,22627,49.2%,20115,1.12,82.3,3.6,1120,29975,0.75,0.13,0.67,0.09,0.10,1.14,22627,20115,1.12,0.75,14985,K - D diff.,2990,2351,1.27,1.03,71.3%,13.9%,14990,9390,3930,1325,298,42,17104,243,1543,3536,223,27,225,10532,4037,1129,684,719,255,417,1155,213,704,655,139,18,240,68,1106,105,61,22,2,19,14,17,0,0,2,0,0,,,0,0,0,1,0,0,0,0,,,,0,,1,,0,
8370,mixwell,16275,38.1%,14364,1.13,79.5,5.7,840,21804,0.75,0.13,0.66,0.10,0.10,,16275,14364,1.13,0.75,10742,K - D diff.,2859,2317,1.23,1.15,74.4%,18.6%,11062,6669,2862,994,192,25,6823,5352,807,2952,315,60,5215,4254,1533,959,319,559,450,133,245,159,321,243,272,127,114,185,283,222,216,6,176,30,110,3,1,0,0,36,14,,,0,9,0,9,1,,0,,0,,1.09,1,0,,,,
16555,ax1le,16023,49.3%,13849,1.16,79.9,5.0,833,22070,0.73,0.14,0.63,0.09,0.10,1.15,16023,13849,1.16,0.73,10623,K - D diff.,2344,1932,1.21,1.05,76.6%,15.0%,11447,6566,2945,902,189,21,11949,595,722,2534,234,41,514,6849,3056,890,572,717,158,432,220,347,295,136,140,77,457,508,352,150,51,2,8,2,13,31,0,0,1,1,0,,,,0,,0,4,,0,0,,,,,0,,,,
39,get-right,33271,49.3%,28973,1.15,76.6,4.4,1745,45030,0.74,0.15,0.64,0.09,0.08,,33271,28973,1.15,0.74,22118,K - D diff.,4471,4183,1.07,1.01,76.1%,14.0%,22912,13750,6125,1838,359,46,24114,947,2224,4999,464,548,435,12967,6382,957,291,1127,523,122,224,435,3134,712,859,98,550,584,375,320,409,16,218,657,152,4,174,110,9,273,364,1,,2,390,6,103,24,2,0,,0,0,1.09,1,0,,,,0
8783,jugi,17527,27.8%,14851,1.18,74.1,2.4,940,24427,0.72,0.10,0.61,0.08,0.10,,17527,14851,1.18,0.72,11901,K - D diff.,2942,1904,1.55,1.14,74.7%,17.5%,12526,7630,3146,913,194,18,4048,8877,660,3768,177,31,8695,2771,713,1094,1179,515,255,73,171,106,223,344,313,182,83,106,79,101,181,43,102,88,26,6,0,0,1,3,1,0,,0,0,0,8,0,2,0,,,,1.09,,,,0,,
7266,syrson,31147,29.8%,26939,1.16,74.4,2.4,1605,42545,0.73,0.10,0.63,0.08,0.09,,31147,26939,1.16,0.73,20861,K - D diff.,5861,4180,1.40,1.19,75.4%,20.1%,21684,13085,5646,1781,322,27,5168,18830,1865,4961,291,105,17490,3016,821,1941,664,1269,643,125,548,950,733,112,309,1331,169,264,36,147,174,1,106,33,44,26,4,12,3,12,9,0,,0,5,0,0,4,1,0,4,0,,1.09,,0,0,1,,0
15007,cooper,13903,32.1%,12011,1.16,73.8,2.1,730,18932,0.73,0.09,0.63,0.09,0.10,1.12,13903,12011,1.16,0.73,9348,K - D diff.,2305,1723,1.34,1.12,75.2%,17.4%,9584,5887,2531,778,140,12,4456,6599,492,2258,80,42,6416,2406,936,755,465,391,307,455,203,122,17,260,158,180,224,212,206,19,31,0,38,10,7,10,0,0,4,19,2,0,,1,3,0,3,0,0,0,,,,,,0,,,,
18462,mezii,8246,49.6%,7167,1.15,80.9,5.3,416,11329,0.73,0.14,0.63,0.09,0.12,1.15,8246,7167,1.15,0.73,5503,K - D diff.,1003,789,1.27,0.99,73.4%,12.9%,5826,3455,1468,474,97,9,5854,560,388,1361,90,9,448,3147,1449,399,480,292,109,197,231,153,314,16,4,112,241,272,234,64,44,0,9,11,0,9,0,0,0,0,0,,,,0,0,0,0,,0,,,,,,,,,,
8576,zoree,31439,32.2%,27003,1.16,73.8,3.7,1639,43500,0.72,0.10,0.62,0.08,0.10,,31439,27003,1.16,0.72,21145,K - D diff.,4695,3460,1.36,1.07,74.3%,15.5%,22355,13378,5637,1762,339,29,9063,14922,1585,5456,326,140,14453,5316,1529,1289,1599,666,681,444,559,429,880,178,420,456,246,254,394,132,434,24,122,479,92,22,2,8,2,34,59,0,,4,12,0,54,1,0,0,0,,,1.09,,,0,0,,0
15090,pwnalone,14671,32.4%,12811,1.15,76.3,3.2,773,20200,0.73,0.12,0.63,0.10,0.10,1.14,14671,12811,1.15,0.73,9767,K - D diff.,2445,1960,1.25,1.11,73.7%,17.3%,10433,6117,2644,794,176,36,3945,6790,725,2897,151,211,6480,2297,897,845,679,661,401,109,378,318,159,73,15,309,181,93,209,73,172,13,13,37,0,26,0,0,2,168,1,0,,1,0,13,3,1,0,0,,,,,0,,,,,
18141,biguzera,8687,52.1%,7537,1.15,81.1,5.3,451,11985,0.72,0.16,0.63,0.10,0.11,1.16,8687,7537,1.15,0.72,5813,K - D diff.,1190,1064,1.12,1.02,73.8%,13.6%,6172,3670,1538,490,104,11,6524,265,411,1357,126,33,228,3683,1638,68,421,223,203,347,253,139,93,73,19,37,110,160,493,65,12,0,10,347,0,16,0,0,2,7,0,0,,0,0,0,3,0,,0,0,0,,,,0,,,,
12713,floppy,13643,49.0%,12183,1.12,81.5,3.0,699,18328,0.74,0.14,0.66,0.11,0.14,1.15,13643,12183,1.12,0.74,8985,K - D diff.,1883,1628,1.16,1.03,74.1%,14.5%,9343,5543,2443,802,177,20,10446,335,554,2220,86,23,274,4413,2615,669,413,616,224,1360,329,166,261,232,33,59,419,496,882,29,16,17,49,1,9,6,0,5,2,3,0,,,0,0,0,2,2,0,0,,,,,0,,,,,
16546,cynic,10037,40.7%,8753,1.15,81.1,5.3,521,13492,0.74,0.14,0.65,0.10,0.12,1.14,10037,8753,1.15,0.74,6749,K - D diff.,1108,954,1.16,0.96,76.2%,11.9%,6743,4267,1804,559,110,9,6167,1298,681,1654,154,127,1241,3674,1384,429,445,332,142,148,344,231,384,154,83,47,244,179,154,91,83,4,17,28,1,27,17,6,0,2,1,,,0,10,1,5,0,86,0,,1,,,0,,,,,
8711,sonic,17758,46.6%,15541,1.14,78.5,4.3,940,24238,0.73,0.13,0.64,0.11,0.12,,17758,15541,1.14,0.73,11844,K - D diff.,2668,2096,1.27,1.07,73.4%,15.1%,12394,7417,3215,960,229,23,10797,3452,428,2795,233,122,3349,6392,2365,1044,506,649,214,328,188,92,565,223,128,100,466,484,197,120,56,6,83,10,14,22,0,13,7,43,0,,,0,2,0,7,1,0,0,,,,1.09,0,,0,,,
1378,zehn,20665,46.0%,18281,1.13,80.3,7.7,1073,28305,0.73,0.14,0.65,0.08,0.09,,20665,18281,1.13,0.73,13633,K - D diff.,2478,2315,1.07,0.97,75.1%,12.6%,14672,8453,3680,1182,284,34,14628,599,1526,3366,503,78,565,8811,3864,765,433,669,355,285,665,369,541,210,479,25,414,396,317,331,262,5,442,229,5,12,0,0,1,33,3,0,,0,7,0,4,2,0,0,,,,1.09,,,,,0,
13466,dennyslaw,18761,32.1%,16429,1.14,75.5,2.9,948,25457,0.74,0.10,0.65,0.09,0.10,1.12,18761,16429,1.14,0.74,12501,K - D diff.,3146,2256,1.39,1.14,75.0%,18.0%,12956,7757,3487,1027,201,29,6425,8957,529,2711,145,42,8712,3520,1006,987,678,569,311,841,204,274,345,100,37,245,288,195,230,83,28,1,18,20,13,24,0,0,3,2,0,0,,1,0,0,0,0,0,0,0,,,,0,,,,0,
10722,gas,8850,60.3%,8155,1.09,82.3,2.1,435,11363,0.78,0.12,0.72,0.09,0.12,1.12,8850,8155,1.09,0.78,5758,K - D diff.,1223,1067,1.15,1.05,72.5%,16.0%,5605,3487,1592,550,116,13,6779,21,548,1441,59,19,17,4543,1211,412,302,272,150,31,145,108,727,105,242,1,71,86,110,28,129,1,63,8,11,7,0,1,0,8,41,0,,0,2,0,2,1,,0,,0,,,,,,,,0
9042,ryx,9797,36.3%,8616,1.14,83.7,3.6,491,12856,0.76,0.16,0.67,0.09,0.12,,9797,8616,1.14,0.76,6615,K - D diff.,1145,864,1.33,1.00,76.8%,13.5%,6241,4174,1844,474,111,12,7011,135,717,1794,131,26,123,3904,2071,397,29,330,188,1,22,38,666,560,61,10,95,274,0,64,278,,12,0,41,1,0,1,0,11,555,,,0,2,0,8,0,0,0,,,,1.09,,,,1,,0
12715,bl1tz,13957,43.0%,12329,1.13,75.2,2.4,732,18819,0.74,0.10,0.66,0.08,0.09,1.10,13957,12329,1.13,0.74,9266,K - D diff.,2293,1838,1.25,1.11,76.3%,18.0%,9553,5738,2570,770,171,17,6381,4569,576,2343,96,28,4421,3801,1610,763,449,434,215,281,164,195,108,246,212,145,168,224,189,41,108,2,69,59,2,11,1,3,1,0,0,,,,2,0,0,1,,0,,0,,,,,,,,
7390,scream,27501,68.1%,24396,1.13,79.1,3.3,1430,37087,0.74,0.12,0.66,0.10,0.11,,27501,24396,1.13,0.74,18175,K - D diff.,3674,3022,1.22,1.03,73.0%,14.0%,18912,11244,4993,1557,342,39,20794,276,987,5181,210,99,233,12144,2776,1099,1163,854,914,6,268,274,4681,445,278,37,341,581,264,126,208,7,114,381,113,3,5,23,4,50,42,,,1,3,0,0,3,0,0,1,,,1.09,0,,,,,
8520,naf,28091,41.9%,24344,1.15,81.3,5.7,1472,38636,0.73,0.16,0.63,0.10,0.11,,28091,24344,1.15,0.73,18848,K - D diff.,3599,2888,1.25,1.01,75.2%,13.1%,19788,11868,5098,1547,303,32,17635,3019,1691,5174,508,150,2798,9633,4011,1349,885,921,745,754,348,354,1564,515,755,199,579,557,537,282,380,20,249,96,132,21,14,12,0,68,68,0,0,3,18,10,26,4,1,0,,0,,1.09,,0,,0,,
8552,attacker,23053,46.6%,20387,1.13,79.6,2.3,1196,30723,0.75,0.14,0.66,0.11,0.12,,23053,20387,1.13,0.75,15414,K - D diff.,3027,2757,1.10,1.01,75.7%,13.5%,15309,9660,4164,1320,245,25,17857,231,1089,3688,155,110,180,10256,5011,1167,401,763,162,151,427,326,1306,1036,176,13,211,317,605,84,115,0,29,14,128,19,0,2,3,53,32,,,1,38,0,3,0,1,0,0,,,1.09,1,,0,0,,0
8738,elige,29924,49.1%,27040,1.11,83.7,4.1,1511,39588,0.76,0.16,0.68,0.10,0.12,,29924,27040,1.11,0.76,19650,K - D diff.,5150,4837,1.06,1.11,73.9%,18.0%,19938,12043,5440,1729,388,50,22881,188,1728,4805,295,79,96,12014,4687,1474,900,1062,426,1693,625,307,2299,413,534,81,279,638,1271,142,309,67,138,74,112,16,3,5,0,30,80,0,0,0,8,0,1,3,13,0,,0,0,1.09,0,0,0,0,,
7028,summer,22782,48.8%,19913,1.14,80.4,5.6,1203,30945,0.74,0.14,0.64,0.09,0.09,,22782,19913,1.14,0.74,15313,K - D diff.,3142,2562,1.23,1.04,77.0%,14.1%,15632,9695,4082,1252,255,29,14274,2643,1549,3954,328,77,2548,7618,3208,1157,591,714,335,477,302,353,1407,981,716,88,374,708,482,189,51,0,24,98,109,12,34,0,1,26,35,,,7,7,2,3,0,0,0,0,,,1.09,0,,,,,
9078,k0nfig,28265,55.8%,25850,1.09,81.2,2.8,1418,37477,0.75,0.13,0.69,0.10,0.10,,28265,25850,1.09,0.75,18368,K - D diff.,4495,4336,1.04,1.07,73.4%,17.0%,19109,11183,4963,1783,388,51,19881,1474,1380,5265,206,122,1359,12687,5002,1515,1427,836,530,101,300,276,984,344,610,105,277,604,226,134,289,41,106,200,109,18,6,4,1,39,38,0,,4,10,7,39,0,0,0,,0,,1.09,2,,,,,
9032,magisk,25220,47.5%,22006,1.15,79.9,5.6,1325,34833,0.72,0.15,0.63,0.09,0.10,,25220,22006,1.15,0.72,16805,K - D diff.,3585,3210,1.12,1.03,75.7%,14.2%,18028,10483,4581,1420,291,30,18937,518,1102,4289,389,50,469,9547,5034,1303,975,976,381,866,166,269,1631,327,563,48,455,531,873,252,172,24,104,49,75,25,0,0,0,6,5,0,,0,1,2,14,0,0,0,0,0,,1.09,,,0,0,,
7398,dupreeh,35731,50.6%,31422,1.14,77.5,3.2,1867,48561,0.74,0.14,0.65,0.09,0.09,,35731,31422,1.14,0.74,23800,K - D diff.,5768,5004,1.15,1.09,75.4%,16.2%,24761,14854,6493,2005,409,39,24919,1823,2112,6363,335,236,1717,13622,5678,1785,1316,1384,644,149,515,444,4245,550,642,78,418,468,339,235,228,68,277,140,180,26,8,10,7,155,255,0,,2,28,31,12,0,5,0,,0,0,1.09,2,,0,0,,
7256,nex,21063,51.5%,18628,1.13,78.8,4.7,1074,28389,0.74,0.15,0.66,0.10,0.12,,21063,18628,1.13,0.74,14009,K - D diff.,2233,1803,1.24,0.95,72.2%,11.0%,14380,8738,3804,1204,242,21,15140,215,1206,4233,255,35,130,8084,3064,1044,587,836,443,532,284,227,2567,474,441,69,242,242,409,148,438,3,286,65,110,0,3,4,1,14,138,0,,0,15,0,5,1,,0,,,1,1.09,0,0,,,,1
11162,hatz,16516,50.9%,14443,1.14,77.9,5.0,896,22828,0.72,0.14,0.63,0.10,0.11,1.14,16516,14443,1.14,0.72,11005,K - D diff.,2532,2293,1.10,1.05,75.8%,14.8%,11823,6860,3006,935,181,23,11296,1097,1263,2636,213,45,1032,6632,2814,1011,546,566,143,397,252,280,290,250,687,48,190,270,703,123,90,29,11,11,15,6,0,8,1,15,0,0,,0,14,1,8,3,0,0,,0,,,,0,,0,,0
9031,valde,23381,46.8%,20650,1.13,80.1,4.9,1197,31765,0.74,0.14,0.65,0.10,0.10,,23381,20650,1.13,0.74,15560,K - D diff.,3004,2416,1.24,1.01,75.2%,13.7%,16205,9684,4247,1347,248,34,18096,160,1221,3592,318,48,136,10054,5643,1043,427,711,476,301,289,190,807,569,715,21,319,427,545,173,204,11,98,64,11,20,0,0,2,9,5,,,0,2,0,3,1,,0,0,0,,1.09,2,,,,,
9219,felps,18679,44.0%,17041,1.10,84.8,3.5,955,24399,0.77,0.16,0.70,0.10,0.09,,18679,17041,1.10,0.77,12250,K - D diff.,3202,3131,1.02,1.11,76.0%,18.0%,12149,7468,3406,1130,221,25,13333,906,1237,2964,190,94,878,7303,3304,866,267,675,189,308,240,232,1122,442,646,26,298,407,591,118,315,1,94,108,58,15,0,4,0,39,60,,,0,0,0,0,2,2,0,,,,1.08,0,0,0,,,
9247,machinegun,7954,49.9%,7277,1.09,81.4,3.1,410,10450,0.76,0.13,0.70,0.08,0.09,,7954,7277,1.09,0.76,5198,K - D diff.,1330,1149,1.16,1.12,72.9%,18.6%,5252,3158,1450,482,90,18,4926,1012,307,1598,72,49,964,2855,1181,392,173,342,285,102,70,59,500,179,124,25,87,103,98,47,134,0,56,35,31,1,1,3,0,42,22,,,1,14,0,0,9,0,0,,,,1.08,0,,,,,0
13679,nukkye,11227,39.2%,9897,1.13,78.3,2.6,592,15492,0.72,0.12,0.64,0.08,0.09,1.12,11227,9897,1.13,0.72,7452,K - D diff.,1600,1494,1.07,1.02,74.0%,14.7%,8040,4642,2006,660,127,17,6305,2657,250,1945,81,6,2580,3685,1725,612,369,400,320,81,54,73,202,157,99,77,200,323,89,28,21,13,50,13,8,2,0,1,0,0,3,,,0,0,2,0,0,0,0,,,,,,,,,,
14932,faven,23650,54.4%,20916,1.13,78.7,3.2,1201,32032,0.74,0.12,0.65,0.10,0.12,1.13,23650,20916,1.13,0.74,15809,K - D diff.,3373,2895,1.17,1.04,71.8%,14.5%,16223,9918,4274,1316,269,32,16384,1707,1350,3985,220,64,1599,9907,3890,1295,1235,745,333,390,421,374,321,302,490,84,444,617,815,109,46,27,12,10,37,27,1,2,7,6,0,0,,0,23,0,0,1,0,0,,0,,,2,,1,,0,
15839,xeppaa,7145,53.7%,6442,1.11,79.5,3.7,367,9519,0.75,0.14,0.68,0.11,0.14,1.13,7145,6442,1.11,0.75,4727,K - D diff.,837,804,1.04,0.97,75.0%,12.8%,4792,2938,1272,412,98,7,5232,52,498,1262,101,17,47,2898,1543,372,184,335,128,134,217,151,7,240,130,4,198,120,332,57,1,0,1,1,0,10,0,0,2,0,0,0,,,1,0,0,0,0,0,,,,,0,,,,,
8564,fer,26254,45.1%,23662,1.11,83.0,4.9,1341,34934,0.75,0.15,0.68,0.09,0.08,,26254,23662,1.11,0.75,17383,K - D diff.,4634,3957,1.17,1.14,78.0%,19.1%,17551,10781,4749,1487,324,42,18807,375,2217,4286,352,253,314,9744,6026,1367,548,972,216,76,765,866,1790,573,432,57,226,455,490,244,528,6,31,46,102,6,3,1,0,108,43,,,0,3,0,89,1,0,0,,0,3,1.08,,,0,,,
11154,exit,11132,45.3%,9607,1.16,78.3,4.8,605,15529,0.72,0.14,0.62,0.10,0.12,1.13,11132,9607,1.16,0.72,7552,K - D diff.,1173,924,1.27,0.95,74.0%,10.9%,7977,4832,2000,591,118,11,8677,68,512,1727,167,28,60,4850,2536,579,355,406,109,322,145,127,211,163,222,8,106,132,520,89,64,1,27,24,5,19,0,0,0,2,12,0,,0,0,0,0,0,,0,,0,,,,,,0,,
11916,sergej,14518,48.2%,12710,1.14,79.4,4.0,756,19925,0.73,0.14,0.64,0.10,0.11,1.14,14518,12710,1.14,0.73,9778,K - D diff.,2042,1804,1.13,1.03,72.7%,14.2%,10147,6192,2618,799,152,17,9963,1299,584,2504,187,25,1198,5871,2887,668,498,638,160,301,214,43,322,298,225,96,142,138,302,107,73,99,54,111,2,11,0,2,0,0,1,,,0,3,1,7,2,,0,,0,,,0,,0,,0,
180,savage,15647,37.0%,13721,1.14,78.2,5.5,836,21434,0.73,0.13,0.64,0.09,0.09,,15647,13721,1.14,0.73,10501,K - D diff.,2515,2121,1.19,1.09,76.4%,16.3%,10933,6573,2908,842,158,20,6149,4285,1636,2916,244,446,4105,3841,944,811,350,379,306,415,405,352,769,674,787,62,34,31,115,131,217,17,170,3,35,2,0,0,0,287,40,,,51,103,0,81,15,,0,,0,,1.08,,,,,,0
3543,djoxic,9002,29.8%,7798,1.15,73.0,2.9,489,12531,0.72,0.10,0.62,0.09,0.10,,9002,7798,1.15,0.72,6060,K - D diff.,1599,1141,1.40,1.15,75.9%,18.1%,6471,3811,1653,508,80,8,1914,4730,539,1693,99,45,4676,1289,300,518,117,361,167,15,68,91,240,178,351,52,37,23,10,56,266,0,77,9,29,0,0,1,0,36,0,,,0,2,,0,0,,0,,,,1.08,,,,,,
7993,detrony,7633,34.7%,6771,1.13,77.4,4.4,412,10449,0.73,0.13,0.65,0.10,0.09,,7633,6771,1.13,0.73,5105,K - D diff.,1271,957,1.33,1.12,79.1%,17.9%,5344,3235,1326,442,91,11,3310,2430,373,1396,111,27,2365,1981,743,444,149,268,128,35,91,125,216,192,139,50,99,215,21,56,91,0,121,3,7,1,1,0,2,15,10,,,1,15,0,0,0,0,0,,,,1.08,0,,1,,,
5799,keev,11408,29.1%,10191,1.12,73.6,2.8,594,15524,0.73,0.09,0.66,0.08,0.08,,11408,10191,1.12,0.73,7599,K - D diff.,2319,1664,1.39,1.23,75.4%,22.0%,7925,4764,2037,638,145,15,1226,6634,1105,2267,117,70,6572,904,159,641,256,372,331,0,123,333,73,113,601,61,59,29,0,73,371,,157,23,35,2,3,2,3,30,10,0,,1,0,1,4,1,,0,2,,,1.08,,,,0,,
