id,nick,Total kills,Headshot %,Total deaths,K/D Ratio,Damage / Round,Grenade dmg / Round,Maps played,Rounds played,Kills / round,Assists / round,Deaths / round,Saved by teammate / round,Saved teammates / round,Rating 2.0,Kills,Deaths,Kill / Death,Kill / Round,Rounds with kills,Kill - Death difference,Total opening kills,Total opening deaths,Opening kill ratio,Opening kill rating,Team win percent after first kill,First kill in won rounds,0 kill rounds,1 kill rounds,2 kill rounds,3 kill rounds,4 kill rounds,5 kill rounds,Rifle kills,Sniper kills,SMG kills,Pistol kills,Grenade,Other,awp,ak47,m4a1,usp_silencer,deagle,glock,p250,sg556,mp9,mac10,m4a1_silencer,cz75a,ump45,ssg08,galilar,famas,aug,hegrenade,tec9,mp5sd,fiveseven,hkp2000,mp7,world,bizon,nova,taser,mag7,p90,smokegrenade,decoy,sawedoff,scar20,usp_silencer_off,xm1014,g3sg1,negev,knife,m4a1_silencer_off,revolver,gallil,Rating 1.0,m249,molotov,flashbang,molotov_projectile,incgrenade,zeus
10671,ethan,18853,49.4%,17365,1.09,81.4,4.3,986,25998,0.73,0.15,0.67,0.11,0.11,1.14,18853,17365,1.09,0.73,12529,K - D diff.,3084,2859,1.08,1.08,72.6%,16.4%,13469,7867,3299,1094,239,30,14005,345,1115,3216,183,38,294,7384,3794,961,546,725,307,687,333,351,558,321,417,47,397,648,537,83,150,4,149,56,5,14,0,0,0,11,5,,,0,4,0,3,0,0,0,,0,,,0,,0,1,,
9108,tucks,12457,44.0%,11176,1.11,76.3,4.0,689,17415,0.72,0.13,0.64,0.09,0.09,,12457,11176,1.11,0.72,8386,K - D diff.,1829,1637,1.12,1.04,78.3%,14.8%,9029,5275,2283,708,108,12,8219,1243,847,1971,164,29,1230,4505,2377,630,225,453,321,291,148,157,437,171,468,12,73,196,340,67,87,18,66,14,42,1,2,0,0,11,12,0,,,1,0,8,0,1,0,,0,,1.06,,0,,,,
9574,snatchie,27245,29.3%,25096,1.09,72.3,1.6,1406,37741,0.72,0.09,0.66,0.09,0.09,,27245,25096,1.09,0.72,18024,K - D diff.,4848,3853,1.26,1.14,74.9%,18.8%,19717,11178,4902,1556,345,43,5584,15995,1170,4272,180,93,15480,3473,1265,848,498,997,845,217,592,451,109,137,40,513,147,202,171,109,105,2,311,531,73,27,0,29,0,7,12,0,,0,0,0,0,2,2,0,0,0,,1.06,,,0,,0,
16314,pancc,10243,53.5%,9489,1.08,79.9,4.9,537,14104,0.73,0.14,0.67,0.09,0.10,1.11,10243,9489,1.08,0.73,6795,K - D diff.,1597,1501,1.06,1.06,75.0%,16.3%,7309,4259,1792,599,122,23,7679,111,666,1617,170,28,77,4227,1386,591,453,293,155,223,21,67,641,85,568,33,89,118,995,89,15,7,25,0,1,11,0,0,1,1,2,,,,1,0,4,0,,0,,0,,,,0,,,,
10330,acor,19418,38.1%,17435,1.11,73.2,3.7,1054,27554,0.70,0.10,0.63,0.09,0.10,,19418,17435,1.11,0.70,13029,K - D diff.,3098,2521,1.23,1.08,75.4%,16.3%,14525,8176,3564,1061,209,19,6672,8573,683,3209,266,62,8246,3693,1448,1152,738,680,360,460,201,98,459,87,350,325,153,223,236,128,129,32,28,27,2,20,0,0,9,4,0,0,,0,2,1,18,0,0,0,,0,,1.06,0,,,0,,
7429,happy,28022,41.2%,25277,1.11,77.5,2.7,1464,37933,0.74,0.12,0.67,0.06,0.07,,28022,25277,1.11,0.74,19093,K - D diff.,3392,2451,1.38,1.01,78.9%,13.4%,18840,12242,5129,1444,254,24,17098,2853,1662,5911,408,113,2815,9777,2603,1337,570,908,1080,156,262,594,3475,1024,526,24,303,590,194,313,486,24,389,112,106,3,73,2,1,73,77,1,,7,14,0,4,0,0,0,0,0,,1.06,,,,,,
11617,malbsmd,8550,62.9%,8205,1.04,80.3,4.6,448,11325,0.75,0.12,0.72,0.11,0.11,1.10,8550,8205,1.04,0.75,5528,K - D diff.,1319,1312,1.01,1.06,71.5%,17.0%,5797,3318,1536,553,104,17,6215,51,379,1799,115,14,50,3481,1534,484,923,339,32,157,273,104,425,3,1,1,287,127,204,71,10,0,5,3,0,10,0,0,0,0,1,0,,,0,0,0,0,0,0,0,,,,,0,,,,
9056,koosta,18087,37.4%,16737,1.08,76.4,3.6,951,25077,0.72,0.12,0.67,0.09,0.10,,18087,16737,1.08,0.72,11959,K - D diff.,2897,2782,1.04,1.06,72.7%,16.8%,13118,7410,3270,1007,246,26,7168,5970,1038,3657,218,73,5850,3766,1794,977,391,710,386,512,254,248,343,337,339,117,260,322,171,94,441,31,154,243,137,8,13,8,0,26,16,,,6,1,8,11,2,0,0,,9,,1.06,,,0,1,,
9083,coldyy1,17902,55.1%,16184,1.11,77.5,3.9,947,24917,0.72,0.13,0.65,0.09,0.11,,17902,16184,1.11,0.72,12081,K - D diff.,2286,2017,1.13,0.99,72.8%,13.0%,12836,7646,3265,978,169,23,13052,572,743,3296,234,48,535,7585,1860,1147,590,643,379,170,38,130,2342,305,494,30,236,369,490,136,179,29,24,26,41,1,4,4,0,6,7,,,1,7,3,25,0,0,0,0,,,1.06,,,0,,,
7440,skadoodle,18365,24.8%,15907,1.15,67.5,2.7,1047,27129,0.68,0.11,0.59,0.09,0.09,,18365,15907,1.15,0.68,12658,K - D diff.,2832,1829,1.55,1.08,76.9%,14.8%,14471,8308,3226,931,172,21,3839,10111,563,3592,238,44,9611,2469,541,1050,203,742,682,1,81,69,540,452,199,460,127,151,10,162,277,10,146,40,177,3,1,0,0,21,26,0,,0,36,0,3,4,,0,,0,,1.06,,,,0,,0
13138,maka,20763,36.1%,18817,1.10,74.8,4.6,1102,29268,0.71,0.11,0.64,0.09,0.09,1.10,20763,18817,1.10,0.71,13974,K - D diff.,3863,3009,1.28,1.16,72.2%,18.9%,15294,8860,3723,1138,222,31,6602,9278,876,3704,290,88,8980,3999,1183,1255,902,608,447,388,249,400,327,350,203,298,287,139,279,167,65,7,54,5,11,23,0,6,4,4,6,,,1,0,1,17,0,1,0,0,,,,,,,,0,
16872,flying,7505,50.5%,6987,1.07,79.1,3.7,381,10193,0.74,0.12,0.69,0.09,0.10,1.09,7505,6987,1.07,0.74,4962,K - D diff.,878,857,1.02,0.96,72.8%,12.5%,5231,3045,1385,444,82,6,5368,168,511,1379,60,56,129,3060,1603,424,516,263,64,273,291,112,171,33,98,37,94,72,95,18,27,2,39,9,3,19,1,5,9,7,4,,,0,1,0,1,1,,0,,0,,,4,,,,,
9618,nexa,22214,51.0%,20037,1.11,76.8,4.4,1196,31607,0.70,0.13,0.63,0.10,0.11,,22214,20037,1.11,0.70,14968,K - D diff.,2431,2387,1.02,0.93,73.3%,10.6%,16639,9505,3990,1188,260,25,16130,361,1626,3777,305,75,313,8693,4098,1107,1036,632,441,43,600,534,1664,293,355,43,352,533,747,143,85,36,51,131,96,38,2,0,4,26,3,,0,1,4,1,1,1,,0,,0,,1.06,,0,,,,
885,olofmeister,28829,46.6%,26091,1.10,73.0,4.4,1546,40386,0.71,0.13,0.65,0.09,0.08,,28829,26091,1.10,0.71,19359,K - D diff.,4330,4088,1.06,1.03,76.7%,15.2%,21027,12187,5295,1549,297,31,17579,4004,1353,5297,411,214,3830,9332,3574,1483,643,985,616,517,179,606,2931,801,332,152,290,581,354,310,559,0,20,187,71,12,19,5,8,158,146,,,6,20,0,3,2,0,0,,1,,1.06,1,,,,,2
13578,grim,15040,48.0%,14197,1.06,78.4,3.6,792,20825,0.72,0.14,0.68,0.12,0.13,1.11,15040,14197,1.06,0.72,9820,K - D diff.,2074,2172,0.95,0.99,73.5%,14.1%,11005,6042,2626,891,232,29,11455,105,689,2678,138,16,88,5816,2983,744,367,662,158,1143,309,192,190,474,163,17,254,484,585,42,105,4,128,30,18,10,0,0,0,2,3,0,,0,0,0,0,0,0,0,,,,,,0,0,,,
13843,lucky,7163,39.7%,6409,1.12,72.5,2.8,377,10184,0.70,0.09,0.63,0.09,0.10,1.09,7163,6409,1.12,0.70,4850,K - D diff.,1153,849,1.36,1.09,70.8%,16.3%,5334,3083,1297,397,70,3,2274,3453,115,1271,56,20,3362,1167,341,424,287,230,165,192,34,57,66,45,20,91,184,138,186,21,99,4,12,4,0,12,0,0,2,0,0,0,,0,0,,0,0,0,0,0,,,,,,,,,
14419,roej,14065,55.7%,13029,1.08,82.7,4.2,717,19014,0.74,0.15,0.69,0.11,0.11,1.14,14065,13029,1.08,0.74,9425,K - D diff.,2434,2163,1.13,1.12,72.8%,17.9%,9589,5924,2551,777,157,16,10951,40,695,2214,172,37,36,5613,2356,559,533,561,69,759,402,226,1177,166,47,4,236,165,645,94,81,16,30,211,0,11,2,1,0,8,2,1,,0,0,0,7,0,,0,0,4,,,0,,,,,
17147,juanflatroo,8756,56.8%,8379,1.04,83.3,5.3,430,11475,0.76,0.13,0.73,0.09,0.10,1.11,8756,8379,1.04,0.76,5751,K - D diff.,1316,1301,1.01,1.05,70.3%,16.0%,5724,3521,1574,544,105,7,6764,150,253,1477,121,17,147,4101,2077,420,544,288,77,47,122,99,311,98,27,3,84,118,26,94,39,4,2,9,1,10,0,0,1,1,0,0,,0,0,0,0,0,,0,,0,,,,,,,,
5479,sunny,25073,47.3%,23490,1.07,80.7,4.9,1290,34032,0.74,0.14,0.69,0.09,0.09,,25073,23490,1.07,0.74,16611,K - D diff.,3770,3674,1.03,1.04,74.9%,16.1%,17421,10312,4520,1436,307,36,18240,465,1774,4171,376,92,374,10354,4731,1297,861,793,481,212,233,677,2164,240,842,55,86,593,100,235,165,2,180,117,7,14,3,6,0,37,10,,,0,35,37,11,1,,0,0,0,,1.06,0,,,,0,
12731,sdy,18364,50.8%,16476,1.11,77.4,4.2,998,26173,0.70,0.13,0.63,0.10,0.11,1.11,18364,16476,1.11,0.70,12456,K - D diff.,2261,2147,1.05,0.96,73.5%,12.1%,13717,7975,3265,1026,169,21,12897,707,1338,3042,184,250,622,7211,2411,872,596,817,211,834,572,499,1244,329,228,85,277,220,700,119,83,9,67,49,5,15,8,3,6,85,17,0,,0,0,1,138,0,0,0,,,,,0,,,,,
9288,tor,8271,28.9%,7614,1.09,77.0,2.9,452,11472,0.72,0.12,0.66,0.08,0.09,,8271,7614,1.09,0.72,5547,K - D diff.,1363,1102,1.24,1.10,79.1%,17.9%,5925,3512,1469,454,101,11,3205,3251,528,1231,54,23,3124,2172,731,421,58,195,202,20,113,81,43,190,305,122,29,91,119,17,121,7,40,4,16,1,1,0,0,14,5,,,0,2,0,1,3,1,0,,0,,1.06,0,,,,,
15683,slowly,9152,59.6%,8559,1.07,79.1,2.7,475,12577,0.73,0.13,0.68,0.10,0.11,1.11,9152,8559,1.07,0.73,6022,K - D diff.,1403,1453,0.97,1.03,70.8%,15.0%,6555,3690,1651,574,97,10,6861,69,498,1646,57,41,68,4077,2105,474,629,319,69,168,198,129,112,137,165,0,120,137,142,30,2,0,7,9,5,8,1,0,5,14,0,,,0,0,0,9,1,0,0,0,,,,,,,,,
10566,chelo,14593,61.4%,13484,1.08,77.7,3.4,793,20497,0.71,0.13,0.66,0.10,0.10,,14593,13484,1.08,0.71,9714,K - D diff.,2304,2184,1.05,1.05,74.2%,15.8%,10783,6106,2560,850,173,25,10833,313,683,2590,163,49,307,6040,3048,856,525,527,127,430,192,169,724,528,293,6,174,220,197,101,21,8,3,3,20,11,0,0,10,2,1,,,0,0,0,0,0,,0,,0,,1.06,,,0,,,
17504,kei,11150,47.3%,10582,1.05,82.8,4.8,557,14998,0.74,0.14,0.71,0.09,0.09,1.12,11150,10582,1.05,0.74,7335,K - D diff.,1926,1880,1.02,1.10,72.0%,18.4%,7663,4504,2019,656,140,16,8415,181,605,1833,115,23,165,5078,2576,510,682,331,124,128,383,217,306,69,4,13,78,114,135,69,39,1,14,45,0,9,0,0,7,1,0,,,0,2,0,1,1,0,0,,0,,,,,,,,
9686,gratisfaction,16191,31.9%,14502,1.12,73.2,3.3,897,23347,0.69,0.12,0.62,0.10,0.10,,16191,14502,1.12,0.69,10996,K - D diff.,2957,2250,1.31,1.14,74.5%,17.7%,12351,7054,2890,870,163,19,4576,8064,592,2785,166,49,7764,2782,903,931,313,644,521,295,108,106,76,150,332,300,276,206,38,79,102,12,54,69,32,20,0,0,1,3,2,,,1,0,0,5,0,0,0,,,,1.05,,,,0,0,
12018,teses,14283,55.5%,13270,1.08,78.8,4.4,741,19777,0.72,0.13,0.67,0.11,0.12,1.11,14283,13270,1.08,0.72,9515,K - D diff.,2080,1986,1.05,1.03,72.8%,14.6%,10262,5956,2561,812,161,25,11141,152,557,2300,146,31,132,6556,2769,754,796,537,89,32,263,242,480,40,51,19,208,432,664,85,43,0,1,36,1,18,0,0,3,1,0,,,0,1,0,2,0,,0,,,,,0,0,,,,
5388,rallen,32632,42.9%,29687,1.10,82.1,7.4,1697,45272,0.72,0.16,0.66,0.09,0.09,,32632,29687,1.10,0.72,22083,K - D diff.,4686,3994,1.17,1.04,74.4%,14.9%,23189,13972,6029,1766,287,29,20815,3872,1764,5337,634,250,3558,10806,4909,715,968,944,608,1055,404,373,1710,718,822,220,431,649,1252,507,438,17,47,872,73,10,0,3,8,57,75,,0,2,89,1,96,5,2,0,3,0,,1.05,,,0,0,,
10610,refrezh,16908,49.7%,15501,1.09,75.7,3.3,895,23808,0.71,0.11,0.65,0.10,0.10,1.09,16908,15501,1.09,0.71,11356,K - D diff.,2244,2052,1.09,0.99,71.8%,13.2%,12452,7189,3029,918,193,27,12083,797,916,2918,188,45,727,6972,3317,837,508,665,237,202,233,173,441,319,472,70,275,435,441,102,96,6,88,157,28,17,0,1,0,4,4,0,0,0,0,0,17,0,,0,0,,,,0,0,,,,
5794,tabsen,35263,48.6%,33735,1.05,84.9,8.0,1823,48055,0.73,0.16,0.70,0.09,0.09,,35263,33735,1.05,0.73,22839,K - D diff.,5783,5834,0.99,1.07,72.9%,17.3%,25216,13791,6318,2199,464,67,24970,2260,1263,6148,596,85,2163,12710,3874,1812,922,1139,1161,1541,331,274,5058,397,407,85,609,851,326,365,288,4,238,190,227,28,6,1,1,7,14,0,,0,9,1,0,3,2,0,1,,,1.05,0,0,,,,
18053,broky,10712,39.6%,9561,1.12,72.5,3.6,587,15573,0.69,0.11,0.61,0.10,0.11,1.09,10712,9561,1.12,0.69,7289,K - D diff.,1310,955,1.37,0.99,76.0%,12.4%,8284,4688,1911,569,110,11,4713,3576,416,1879,105,43,3407,2637,718,614,545,438,108,433,182,192,132,62,34,164,200,139,454,52,52,2,30,29,2,6,3,4,11,3,1,,,0,4,0,13,1,,0,,0,,,0,,,,,
15369,redstar,11051,48.5%,9948,1.11,75.1,4.3,590,15639,0.71,0.12,0.64,0.10,0.10,1.11,11051,9948,1.11,0.71,7507,K - D diff.,1594,1335,1.19,1.03,75.7%,14.6%,8132,4783,2029,577,111,7,6853,2054,205,1789,134,37,1964,4559,1383,412,671,383,85,34,73,94,501,75,23,89,103,185,81,90,14,8,22,124,7,13,0,0,0,6,0,,,0,1,2,0,0,0,0,7,,,,,,,,,
10449,issaa,16229,55.5%,14827,1.09,75.7,3.6,870,22834,0.71,0.12,0.65,0.10,0.11,,16229,14827,1.09,0.71,10968,K - D diff.,2234,1908,1.17,1.02,72.4%,13.9%,11866,7007,2867,903,176,15,12309,227,535,2959,219,43,220,7416,3342,926,794,555,164,176,178,166,362,383,183,7,351,546,116,139,62,3,73,2,4,31,0,0,0,3,1,,,0,0,0,2,0,,0,,0,,1.05,1,,,,,
2469,cajunb,30988,41.1%,28139,1.10,73.4,3.0,1692,44242,0.70,0.12,0.64,0.09,0.10,,30988,28139,1.10,0.70,20876,K - D diff.,4147,3638,1.14,1.00,74.7%,13.3%,23366,13272,5510,1743,319,32,18389,5293,1035,5904,316,86,5146,9247,4643,1797,934,1135,608,458,180,166,2415,358,537,146,451,783,392,225,613,4,217,237,94,11,19,7,0,30,35,0,,2,1,0,24,0,3,0,,0,0,1.05,2,,,,,
7528,krimz,31489,40.6%,28470,1.11,76.6,4.1,1701,44728,0.70,0.15,0.64,0.09,0.10,,31489,28470,1.11,0.70,21356,K - D diff.,3961,3657,1.08,0.97,74.5%,12.4%,23372,13673,5633,1717,304,29,23604,690,1266,5472,354,154,527,12885,4636,1486,1026,1104,572,294,317,288,3929,585,372,158,398,894,568,231,268,19,273,142,218,20,7,28,0,45,45,0,,12,5,4,21,0,0,0,0,0,,1.05,0,0,0,,,
10168,bottle,14262,56.8%,13414,1.06,79.5,3.6,756,19492,0.73,0.14,0.69,0.10,0.10,,14262,13414,1.06,0.73,9501,K - D diff.,1955,1898,1.03,1.01,71.0%,13.9%,9991,5981,2507,803,192,18,10560,141,940,2479,152,20,127,5615,3547,765,496,526,124,403,275,157,459,440,445,13,118,124,294,69,107,12,19,2,25,6,1,0,0,0,25,,,0,0,0,4,1,,0,,0,,1.05,2,,1,,,0
17145,rainwaker,17081,43.1%,15588,1.10,77.8,4.5,904,24344,0.70,0.13,0.64,0.09,0.10,1.11,17081,15588,1.10,0.70,11489,K - D diff.,2135,2019,1.06,0.97,71.4%,12.1%,12855,7267,3085,925,191,21,12827,456,851,2740,217,41,385,6461,3330,985,855,687,113,964,310,455,1160,63,79,71,314,481,117,117,1,6,27,4,1,28,0,0,1,0,0,1,,0,0,1,2,0,0,0,0,,,,0,,,,0,
11842,ramz1kbo,8110,33.8%,7557,1.07,75.9,1.5,425,11070,0.73,0.10,0.68,0.07,0.08,1.09,8110,7557,1.07,0.73,5420,K - D diff.,1558,1275,1.22,1.18,73.4%,20.7%,5650,3377,1494,457,86,6,2720,3573,231,1528,57,11,3456,1336,314,409,457,225,249,400,73,35,281,27,123,115,73,123,192,41,80,0,60,16,0,2,0,0,0,2,0,,,0,2,3,0,0,0,0,1,,,,,,,0,,
15940,sobol,12558,52.2%,11674,1.08,78.1,4.3,645,17500,0.72,0.13,0.67,0.08,0.08,1.08,12558,11674,1.08,0.72,8390,K - D diff.,1583,1493,1.06,0.98,68.5%,12.5%,9110,5280,2239,704,147,20,9145,209,971,2072,147,51,190,4840,3134,673,550,451,292,42,493,466,395,65,11,19,257,172,305,79,3,0,21,2,0,28,0,0,2,3,1,,,,0,5,9,0,,0,,,,,,0,0,,,
7016,hz,9305,49.4%,8614,1.08,81.7,3.8,500,12856,0.72,0.17,0.67,0.13,0.12,,9305,8614,1.08,0.72,6250,K - D diff.,1306,1254,1.04,1.01,74.7%,14.1%,6606,3935,1695,509,102,9,6800,46,659,1724,88,15,42,3559,2160,477,242,426,89,373,154,116,289,331,338,0,123,203,93,31,112,17,16,29,26,1,1,0,0,10,7,,,0,3,0,4,1,0,0,0,,,1.05,0,,,0,,
13239,qikert,22183,56.4%,20202,1.10,77.8,4.7,1191,31448,0.71,0.13,0.64,0.10,0.10,1.11,22183,20202,1.10,0.71,14983,K - D diff.,3332,3064,1.09,1.03,70.9%,14.1%,16465,9495,4050,1186,230,22,17016,313,1133,3439,254,84,290,9474,4460,1085,635,682,257,873,290,303,416,535,508,21,243,431,1119,114,108,22,73,59,8,28,0,7,16,16,2,,,0,0,1,4,2,0,0,0,0,,,,,0,,,
12937,wolfy,7482,36.2%,6742,1.11,73.1,3.1,403,10662,0.70,0.11,0.63,0.10,0.11,1.10,7482,6742,1.11,0.70,5101,K - D diff.,1272,969,1.31,1.11,73.6%,17.3%,5561,3276,1352,396,71,6,2738,3171,302,1209,74,16,3062,1375,499,400,175,216,183,159,126,93,123,199,77,106,273,104,205,26,29,2,5,1,0,12,3,0,0,2,1,0,,0,3,0,0,,0,0,,,,,,,,,,
4076,aerial,17018,41.6%,15817,1.08,78.6,2.6,895,23689,0.72,0.15,0.67,0.11,0.11,1.12,17018,15817,1.08,0.72,11380,K - D diff.,2711,2591,1.05,1.06,75.1%,16.4%,12309,7138,3097,913,213,19,13353,35,1044,2454,149,13,33,7418,1293,863,139,639,129,59,18,162,3824,529,819,0,265,162,332,60,59,7,81,14,35,11,0,0,0,1,3,,,0,0,0,0,2,0,0,0,,,,0,,0,,,
964,mou,27965,28.0%,25497,1.10,73.9,4.0,1485,39363,0.71,0.11,0.65,0.08,0.09,,27965,25497,1.10,0.71,18933,K - D diff.,4824,3919,1.23,1.11,74.2%,17.8%,20430,12048,5063,1530,272,20,6285,15749,813,4666,412,77,14885,3256,648,1642,423,993,468,90,296,334,1185,452,118,845,592,420,94,297,546,2,65,68,28,19,3,5,6,25,32,,,1,16,2,2,3,,0,0,0,,1.05,0,,,3,,
3849,jw,35953,36.8%,33604,1.07,75.8,4.0,1879,49346,0.73,0.14,0.68,0.08,0.08,,35953,33604,1.07,0.73,23928,K - D diff.,6862,6090,1.13,1.16,76.4%,20.0%,25418,14875,6608,2023,388,34,13825,12219,1191,7213,576,985,11888,8423,2963,1576,665,1413,789,106,143,203,1492,1814,544,323,369,424,36,456,233,9,47,647,139,16,44,17,7,611,109,0,,119,8,14,45,0,14,0,12,12,,1.05,0,0,0,0,,0
8513,yay,12452,46.7%,11848,1.05,77.6,3.4,653,17182,0.72,0.13,0.69,0.10,0.11,,12452,11848,1.05,0.72,8170,K - D diff.,2071,2084,0.99,1.07,74.1%,17.0%,9012,5001,2258,737,146,28,8085,1511,563,2162,122,26,1457,4256,2160,714,479,440,195,566,65,114,422,253,329,54,168,283,230,51,36,21,30,15,32,1,0,0,1,4,2,,,0,0,0,5,0,2,0,,,,1.05,0,0,0,,0,
8124,davcost,21610,32.5%,19830,1.09,74.3,3.1,1165,30623,0.71,0.12,0.65,0.08,0.09,,21610,19830,1.09,0.71,14634,K - D diff.,3435,2561,1.34,1.09,74.4%,16.4%,15989,9344,3901,1123,239,27,4560,10883,1097,4788,243,72,10389,2758,740,1170,878,636,964,42,430,406,434,767,217,488,253,276,57,177,280,1,24,68,36,11,0,0,1,7,7,,,0,6,0,27,0,,0,0,0,,1.05,1,,0,,1,0
9258,sick,15002,49.8%,13962,1.07,77.7,2.6,795,20701,0.72,0.13,0.67,0.10,0.12,,15002,13962,1.07,0.72,10078,K - D diff.,2213,2140,1.03,1.03,71.3%,15.1%,10623,6335,2739,843,145,16,10613,801,741,2714,134,33,735,6167,3070,798,191,545,433,365,160,206,358,448,321,60,159,372,122,86,205,4,78,16,18,2,8,0,1,4,24,0,,0,6,0,17,0,0,0,,,,1.05,0,,,,,
7443,twist,29700,40.9%,27764,1.07,77.3,4.6,1564,41346,0.72,0.14,0.67,0.09,0.09,,29700,27764,1.07,0.72,19861,K - D diff.,4789,4592,1.04,1.06,73.0%,16.6%,21485,12531,5274,1671,336,49,14383,8091,1049,5657,416,156,7756,8190,2744,1478,1002,1205,719,307,219,385,1886,571,272,293,360,531,365,275,340,3,249,75,81,13,50,10,1,78,39,,,2,38,10,11,4,1,0,0,0,,1.05,0,,,,,
3055,flusha,33818,42.1%,31105,1.09,81.4,9.1,1817,47646,0.71,0.17,0.65,0.09,0.08,,33818,31105,1.09,0.71,22761,K - D diff.,4208,3856,1.09,0.97,75.4%,12.5%,24885,14442,6092,1827,367,33,22434,1347,2757,6118,958,262,1206,13111,4648,1552,840,1168,688,210,535,690,3314,1195,965,116,484,511,151,697,299,11,103,240,154,20,39,49,0,111,363,0,,0,24,8,10,1,5,0,5,1,,1.05,6,0,0,0,0,0
7964,cadian,25517,27.8%,23069,1.11,73.8,4.5,1385,36560,0.70,0.11,0.63,0.09,0.08,,25517,23069,1.11,0.70,17453,K - D diff.,4699,3564,1.32,1.15,75.2%,18.7%,19107,11296,4563,1313,258,23,6247,12232,2050,4566,333,165,11871,3638,818,1304,406,936,744,221,607,608,924,731,581,332,192,313,141,206,360,49,30,41,149,39,3,0,11,47,53,,,3,27,1,28,2,0,0,0,,,1.05,,0,,,,1
8543,neex,8076,31.3%,7502,1.08,71.5,1.6,429,11195,0.72,0.09,0.67,0.08,0.10,,8076,7502,1.08,0.72,5421,K - D diff.,1319,880,1.50,1.12,76.7%,18.6%,5774,3391,1503,436,84,7,2545,3905,181,1393,51,10,3821,1352,288,377,95,295,229,172,69,36,169,189,52,51,109,236,219,28,99,0,41,66,13,3,0,0,0,1,11,,,0,33,2,0,0,,0,,,,1.05,,0,,,0,
13054,zeph,9663,50.0%,9201,1.05,80.3,3.9,516,13136,0.74,0.14,0.70,0.10,0.10,1.11,9663,9201,1.05,0.74,6393,K - D diff.,1716,1764,0.97,1.10,72.6%,17.7%,6743,3961,1737,564,119,12,6969,514,492,1566,116,37,491,3831,1830,458,367,327,161,249,208,142,277,188,115,21,153,213,416,64,41,17,9,13,2,10,2,0,0,2,6,0,,0,2,0,17,0,,0,,0,,,,0,,,,
11748,raafa,11374,27.3%,10308,1.10,72.3,3.7,626,16445,0.69,0.11,0.63,0.07,0.08,1.07,11374,10308,1.10,0.69,7739,K - D diff.,1898,1644,1.15,1.08,76.3%,17.0%,8706,4970,2044,593,123,9,2955,5731,585,1957,155,29,5509,1780,460,573,339,318,270,175,67,118,209,272,396,222,74,67,190,73,90,2,33,61,2,11,0,0,4,2,0,,,,0,0,0,0,,0,0,0,,,,0,,1,,
3997,lowel,18549,47.5%,16810,1.10,75.8,4.5,1008,26413,0.70,0.13,0.64,0.09,0.11,,18549,16810,1.10,0.70,12673,K - D diff.,1933,1661,1.16,0.93,74.3%,10.8%,13740,8159,3368,966,156,24,13621,302,1086,3346,204,33,256,7082,2098,887,569,653,420,520,265,318,2474,249,434,45,285,531,631,111,229,1,200,133,49,11,1,2,3,3,18,0,,0,0,5,1,1,,0,0,,,1.05,0,,,0,0,
13230,motm,15192,51.6%,14290,1.06,76.1,2.9,797,20978,0.72,0.11,0.68,0.11,0.12,1.09,15192,14290,1.06,0.72,10174,K - D diff.,2301,2153,1.07,1.04,74.1%,15.8%,10804,6448,2665,854,183,24,10599,1094,899,2513,106,31,1052,4950,3148,930,314,575,271,1110,216,473,340,206,204,42,202,255,594,25,86,2,97,33,2,27,1,0,0,1,1,,,0,0,0,0,0,0,0,0,,,,0,,,,,
11250,flarich,19389,55.2%,17588,1.10,74.1,3.7,1058,28161,0.69,0.11,0.62,0.08,0.10,1.07,19389,17588,1.10,0.69,13169,K - D diff.,2108,1906,1.11,0.93,71.7%,10.7%,14992,8466,3442,1024,218,19,15243,127,648,3174,210,52,115,9260,4365,980,851,719,372,78,309,115,790,172,215,9,192,407,151,117,28,1,38,13,4,23,1,0,0,5,3,0,,0,2,0,5,1,0,0,0,0,,,,0,0,0,,
10892,marke,16057,53.3%,14756,1.09,79.2,5.2,886,22780,0.70,0.15,0.65,0.11,0.12,1.12,16057,14756,1.09,0.70,10843,K - D diff.,2316,2182,1.06,1.02,73.7%,13.8%,11937,6886,2890,887,170,10,11962,296,665,2890,237,74,231,6056,3380,986,649,770,177,933,282,179,369,222,189,64,409,409,406,129,47,12,39,0,3,23,0,0,7,17,0,0,,1,1,0,16,0,0,0,0,,,,0,,,0,,0
13188,zellsis,11657,46.4%,10854,1.07,79.2,4.8,626,16210,0.72,0.15,0.67,0.10,0.11,1.11,11657,10854,1.07,0.72,7836,K - D diff.,1705,1715,0.99,1.02,75.4%,14.9%,8374,4949,2089,674,112,12,7896,583,960,2047,168,23,561,4452,2237,578,192,441,128,377,329,339,187,663,272,10,93,237,313,76,25,9,18,2,3,7,0,0,5,3,8,,,0,12,0,0,0,0,0,,,,,0,0,,,,0
10589,rommi,9899,50.8%,9295,1.06,81.1,3.7,516,13467,0.74,0.14,0.69,0.08,0.10,,9899,9295,1.06,0.74,6659,K - D diff.,1052,1053,1.00,0.93,72.6%,11.6%,6808,4185,1834,524,106,10,7534,57,367,1834,109,13,55,3959,2136,505,354,358,316,21,40,28,1117,72,277,2,120,171,10,77,57,0,140,32,15,1,0,0,0,0,7,,,0,0,0,0,,0,0,,,,1.05,,0,,,,
